Fecha,Pasajero,Costo,Peajes,Espera,Parking,Extra,Total,cantidad_pasajeros,Tipo_Servicio,Ubicación,venta,fecha,total_usd,clima,temperatura,autopista,trafico,feriado,genero,Rating,Review,Aceptado
19/11/2024,,,,,,,0.0,1,Auto,Caballito,1306.543362823882,19/11/2024,,Despejado,14.15597482969208,AU 9 de Julio Sur,Alto,No,U,0,,False
19/11/2024,,46.82535360345544,,,,,0.0,4,Utilitario,Recoleta,1397.7077269221977,19/11/2024,46.82535360345544,Despejado,11.233756614934109,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,,,,,,0.0,3,Utilitario,Desconocido,1475.5038564887282,19/11/2024,,Despejado,16.13890345699366,AU 9 de Julio Sur,Alto,No,U,0,,False
19/11/2024,,1350.0,,,,,0.0,4,Utilitario,Cementerio Recoleta,1325.6102898126414,19/11/2024,1350.0,Despejado,24.512964792467045,AU 9 de Julio Sur,Alto,No,M,0,,False
19/11/2024,,68.69511038163215,0.1464872944693572,,,,0.0,3,Minivan,Centro de Buenos Aires,1354.3842084817315,19/11/2024,68.69511038163215,Despejado,21.4462930527645,AU 9 de Julio Sur,Alto,No,U,0,,False
19/11/2024,,12.343808092290763,,,,,0.0,3,Utilitario,Aeroparque,1499.58879099337,19/11/2024,12.343808092290763,Despejado,28.87516556579701,AU 9 de Julio Sur,Alto,No,U,0,,False
19/11/2024,,12.343808092290763,,,,,0.0,2,Utilitario,Aeroparque,1359.1609630556275,19/11/2024,12.343808092290763,Despejado,11.528525440945874,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,12.343808092290763,0.0539845758354755,,,,0.0,2,Utilitario,Aeroparque,1333.839858263541,19/11/2024,12.343808092290763,Despejado,20.18015160405791,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,12.343808092290763,,,,,0.0,2,Utilitario,Aeroparque,1359.3230002215107,19/11/2024,12.343808092290763,Despejado,10.830133044401734,AU 9 de Julio Sur,Alto,No,U,0,,False
19/11/2024,,,,,,,0.0,4,Utilitario,Belgrano,1469.5311417653925,19/11/2024,,Despejado,26.23852558106377,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,5.864934651694916,,,,,0.0,4,Utilitario,Palermo Soho,1352.557170431183,19/11/2024,5.864934651694916,Despejado,16.97773775388478,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,41.217066228979284,,,,,0.0,1,Utilitario,Centro de Buenos Aires,1404.3398814936158,19/11/2024,41.217066228979284,Despejado,34.823186454120886,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,39.021128002879536,,7.0,,,39.021128002879536,4,Auto,Recoleta,1406.8908831864478,19/11/2024,39.021128002879536,Despejado,10.681104983190881,AU 9 de Julio Sur,Alto,No,F,0,,True
19/11/2024,,39.021128002879536,,,,,0.0,3,Auto,Recoleta,1481.4981153654255,19/11/2024,39.021128002879536,Despejado,29.988837109744452,AU 9 de Julio Sur,Alto,No,M,0,,False
19/11/2024,,12.343808092290763,,,,,0.0,4,Utilitario,Aeroparque,1349.7586516704212,19/11/2024,12.343808092290763,Despejado,27.05009863013352,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,4.135582718368059,0.0,,,,0.0,2,Minivan,Almagro,1449.6841641060828,19/11/2024,4.135582718368059,Despejado,29.803790820480828,AU 9 de Julio Sur,Alto,No,M,0,,False
19/11/2024,,68.69511038163215,,,,,0.0,2,Minivan,Centro de Buenos Aires,1492.9410405301528,19/11/2024,68.69511038163215,Despejado,14.212081566149003,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,,,,,,0.0,3,Utilitario,Belgrano,1476.6010657796435,19/11/2024,,Despejado,21.900231003322673,AU 9 de Julio Sur,Alto,No,M,0,,False
19/11/2024,,3.4275792189425136,,,,,0.0,3,Auto,Retiro,1379.4684699338525,19/11/2024,3.4275792189425136,Despejado,13.695739924385542,AU 9 de Julio Sur,Alto,No,M,0,,False
19/11/2024,,12.343808092290763,,,,,0.0,4,Utilitario,Aeroparque,1441.6154776898697,19/11/2024,12.343808092290763,Despejado,17.46878036880487,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,58.531692004319304,,,,,0.0,1,Ejecutivo,Recoleta,1461.0281030933472,19/11/2024,58.531692004319304,Despejado,33.50581259988463,AU 9 de Julio Sur,Alto,No,U,0,,False
19/11/2024,,46.82535360345544,0.8024691358024691,,,,0.0,1,Utilitario,Recoleta,1375.0961462240011,19/11/2024,46.82535360345544,Despejado,15.274032166037614,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,10.286506743575634,,,,,0.0,1,Auto,Aeroparque,1427.3770485557438,19/11/2024,10.286506743575634,Despejado,33.06903946519286,AU 9 de Julio Sur,Alto,No,M,0,,False
19/11/2024,,,,,,,0.0,3,Utilitario,Cementerio Recoleta,1327.877866344338,19/11/2024,,Despejado,32.43631651209404,AU 9 de Julio Sur,Alto,No,U,0,,False
19/11/2024,,4.595091909297843,,,,,0.0,2,Utilitario,Belgrano,1426.3790865902836,19/11/2024,4.595091909297843,Despejado,30.31987055263906,AU 9 de Julio Sur,Alto,No,F,0,,False
19/11/2024,,12.343808092290763,0.0539845758354755,,,,0.0,4,Utilitario,Aeroparque,1390.7992008661479,19/11/2024,12.343808092290763,Despejado,19.224002922449912,AU 9 de Julio Sur,Alto,No,M,0,,False
19/11/2024,,,,,,,0.0,3,Auto,Hipódromo Palermo,1439.3877671481214,19/11/2024,,Despejado,33.986631174565545,AU 9 de Julio Sur,Alto,No,U,0,,False
19/11/2024,,20.573013487151268,0.0539845758354755,,,,0.0,4,Minivan,Aeroparque,1440.2594980691035,19/11/2024,20.573013487151268,Despejado,28.29098116600644,AU 9 de Julio Sur,Alto,No,F,0,,False
20/11/2024,,34.347555190816074,,,,,0.0,1,Utilitario,Centro de Buenos Aires,1409.2330040499685,20/11/2024,34.347555190816074,Despejado,29.057882743875123,AU 9 de Julio Sur,Medio,No,F,0,,False
20/11/2024,,8.572088952979696,0.0539845758354755,,,,0.0,4,Auto,Aeroparque,1387.9465656388445,20/11/2024,8.572088952979696,Despejado,18.30089084795682,AU 9 de Julio Sur,Medio,No,M,0,,False
20/11/2024,,3.84289114827362,,,,,0.0,2,Utilitario,Belgrano,1329.968918318299,20/11/2024,3.84289114827362,Despejado,19.435883022502168,AU 9 de Julio Sur,Medio,No,F,0,,False
20/11/2024,,34.347555190816074,0.1464872944693572,,,,0.0,2,Utilitario,Centro de Buenos Aires,1418.8358482820986,20/11/2024,34.347555190816074,Despejado,10.874834929413506,AU 9 de Julio Sur,Medio,No,M,0,,False
20/11/2024,,3.1023663632820258,0.233502538071066,,,,0.0,4,Utilitario,Retiro,1364.375831326729,20/11/2024,3.1023663632820258,Despejado,29.135496131254158,AU 9 de Julio Sur,Medio,No,F,0,,False
20/11/2024,,10.286506743575634,,,,,0.0,2,Utilitario,Aeroparque,1427.8272799685178,20/11/2024,10.286506743575634,Despejado,16.486198170231958,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,10.286506743575634,,,,,0.0,3,Utilitario,Aeroparque,1318.7573444743784,20/11/2024,10.286506743575634,Despejado,20.637037561812818,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,7.9962587090383055,,,,,0.0,4,Auto,Alto Palermo,1479.1822017653042,20/11/2024,7.9962587090383055,Despejado,24.25221840073477,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,32.51760666906628,,6.0,,,32.51760666906628,4,Auto,Recoleta,1388.0434500830743,20/11/2024,32.51760666906628,Despejado,32.61252350383817,AU 9 de Julio Sur,Medio,No,U,0,,True
20/11/2024,,,,,,,0.0,2,Auto,Almagro,1370.0459380762659,20/11/2024,,Despejado,12.86676546272085,AU 9 de Julio Sur,Medio,No,M,0,,False
20/11/2024,,39.021128002879536,,,,,0.0,1,Utilitario,Recoleta,1397.7858825022481,20/11/2024,39.021128002879536,Despejado,11.969892248380281,AU 9 de Julio Sur,Medio,No,F,0,,False
20/11/2024,,34.347555190816074,,,,,0.0,3,Utilitario,Centro de Buenos Aires,1397.8089180915374,20/11/2024,34.347555190816074,Despejado,31.062984566074284,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,8.572088952979696,,,,,0.0,3,Auto,Aeroparque,1477.7242616896133,20/11/2024,8.572088952979696,Despejado,26.06365470740818,AU 9 de Julio Sur,Medio,No,M,0,,False
20/11/2024,,10.286506743575634,,,,,0.0,4,Utilitario,Aeroparque,1397.0801761170592,20/11/2024,10.286506743575634,Despejado,17.811075999603535,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,34.347555190816074,,,,,0.0,4,Utilitario,Centro de Buenos Aires,1432.2059121145685,20/11/2024,34.347555190816074,Despejado,16.068789445301082,AU 9 de Julio Sur,Medio,No,F,0,,False
20/11/2024,,17.144177905959392,,,,,0.0,2,Minivan,Aeroparque,1383.2685276035927,20/11/2024,17.144177905959392,Despejado,26.665465200420527,AU 9 de Julio Sur,Medio,No,F,0,,False
20/11/2024,,6.353015313826404,,,,,0.0,3,Auto,Puerto Madero,1370.7768398315272,20/11/2024,6.353015313826404,Despejado,11.14324846320753,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,39.021128002879536,,4.0,,,39.021128002879536,1,Utilitario,Recoleta,1472.8345335836445,20/11/2024,39.021128002879536,Despejado,32.48508092203855,AU 9 de Julio Sur,Medio,No,M,0,,True
20/11/2024,,9.595510450845968,,,,,0.0,4,Utilitario,Alto Palermo,1374.2824698333409,20/11/2024,9.595510450845968,Despejado,14.587790617607334,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,8.572088952979696,,,,,0.0,2,Auto,Aeroparque,1320.2210538811346,20/11/2024,8.572088952979696,Despejado,23.994842485127933,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,8.572088952979696,,,,,0.0,1,Auto,Aeroparque,1368.0602786833274,20/11/2024,8.572088952979696,Despejado,19.581921258051196,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,34.347555190816074,,,,,0.0,3,Utilitario,Centro de Buenos Aires,1394.4002513183693,20/11/2024,34.347555190816074,Despejado,10.975700008880768,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,4.887445543079097,,,,,0.0,1,Utilitario,Palermo Soho,1409.7344882528962,20/11/2024,4.887445543079097,Despejado,19.911451830605465,AU 9 de Julio Sur,Medio,No,M,0,,False
20/11/2024,,1125.0,,,,,0.0,1,Utilitario,Cementerio Recoleta,1419.1018319772354,20/11/2024,1125.0,Despejado,17.860015396360147,AU 9 de Julio Sur,Medio,No,F,0,,False
20/11/2024,,34.347555190816074,0.1464872944693572,,,,0.0,4,Utilitario,Centro de Buenos Aires,1412.7537162289761,20/11/2024,34.347555190816074,Despejado,12.579301775467593,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,15.992517418076611,0.0091743119266055,,,,0.0,3,Minivan,Alto Palermo,1327.0876217335149,20/11/2024,15.992517418076611,Despejado,19.439692892057,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,12.858133429469545,,,,,0.0,2,Ejecutivo,Aeroparque,1406.0430940701956,20/11/2024,12.858133429469545,Despejado,28.243236949448733,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,4.269879053637355,,,,,0.0,4,Auto,Desconocido,1420.889526408803,20/11/2024,4.269879053637355,Despejado,27.41084540386862,AU 9 de Julio Sur,Medio,No,U,0,,False
20/11/2024,,28.622962659013396,,,,,0.0,4,Auto,Centro de Buenos Aires,1398.967537427106,20/11/2024,28.622962659013396,Despejado,15.178657521881249,AU 9 de Julio Sur,Medio,No,F,0,,False
