Fecha,Pasajero,Costo,Peajes,Espera,Parking,Extra,Total,cantidad_pasajeros,Tipo_Servicio,Ubicación,venta,fecha,total_usd,clima,temperatura,autopista,trafico,feriado,genero,Rating,Review,Aceptado
19/11/2024,,22.898370127210715,,,,,0.0,3,Auto,Centro de Buenos Aires,1320.0839420347304,19/11/2024,22.898370127210715,Llovizna,20.079295957540403,AU 9 de Julio Sur,Bajo,No,U,0,,False
19/11/2024,,13.715342324767514,,,,,0.0,1,Minivan,Aeroparque,1438.7295331880227,19/11/2024,13.715342324767514,Llovizna,20.662290069873855,AU 9 de Julio Sur,Bajo,No,F,0,,False
19/11/2024,,8.229205394860507,,,,,0.0,2,Utilitario,Aeroparque,1323.1856843922835,19/11/2024,8.229205394860507,Llovizna,19.733117339507455,AU 9 de Julio Sur,Bajo,No,M,0,,False
19/11/2024,,31.216902402303628,0.8024691358024691,17.0,,,31.216902402303628,2,Utilitario,Recoleta,1406.0885866219114,19/11/2024,31.216902402303628,Llovizna,12.45875578959194,AU 9 de Julio Sur,Bajo,No,U,0,,True
19/11/2024,,3.5412012164706557,,,,,0.0,4,Utilitario,Belgrano,1455.8579310125706,19/11/2024,3.5412012164706557,Llovizna,10.898793067734951,AU 9 de Julio Sur,Bajo,No,U,0,,False
19/11/2024,,8.229205394860507,,,,,0.0,1,Utilitario,Aeroparque,1301.5301805467934,19/11/2024,8.229205394860507,Llovizna,30.274463985011852,AU 9 de Julio Sur,Bajo,No,M,0,,False
19/11/2024,,9.595510450845968,0.0091743119266055,,,,0.0,1,Ejecutivo,Alto Palermo,1476.3247346898906,19/11/2024,9.595510450845968,Llovizna,29.038874994892915,AU 9 de Julio Sur,Bajo,No,M,0,,False
19/11/2024,,27.478044152652856,,,,,0.0,4,Utilitario,Centro de Buenos Aires,1456.808552766961,19/11/2024,27.478044152652856,Llovizna,20.17127642700423,AU 9 de Julio Sur,Bajo,No,U,0,,False
19/11/2024,,34.347555190816074,0.1464872944693572,,,,0.0,2,Ejecutivo,Centro de Buenos Aires,1448.3109910533299,19/11/2024,34.347555190816074,Llovizna,25.852268689286554,AU 9 de Julio Sur,Bajo,No,F,0,,False
19/11/2024,,8.229205394860507,,,,,0.0,3,Utilitario,Aeroparque,1392.9575354266995,19/11/2024,8.229205394860507,Llovizna,28.025151173411132,AU 9 de Julio Sur,Bajo,No,F,0,,False
19/11/2024,,8.229205394860507,,,,,0.0,4,Utilitario,Aeroparque,1411.8237087243585,19/11/2024,8.229205394860507,Llovizna,14.917485321397876,AU 9 de Julio Sur,Bajo,No,F,0,,False
